user_id,utc_date,model,api_key_name,api_key,type,price,amount
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-13,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,input_cache_hit_tokens,0.00000002,5248
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-13,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,input_cache_miss_tokens,0.000001,7718
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-13,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,request_count,,32
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-13,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,output_tokens,0.000002,8344
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-14,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,input_cache_hit_tokens,0.00000002,11520
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-14,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,input_cache_miss_tokens,0.000001,15086
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-14,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,request_count,,49
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-14,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,output_tokens,0.000002,15697
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-15,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,input_cache_hit_tokens,0.00000002,1536
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-15,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,input_cache_miss_tokens,0.000001,1669
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-15,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,request_count,,6
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-15,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,output_tokens,0.000002,2078
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-16,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,input_cache_hit_tokens,0.00000002,7808
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-16,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,input_cache_miss_tokens,0.000001,14545
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-16,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,request_count,,29
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-16,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,output_tokens,0.000002,8397
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-18,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,input_cache_miss_tokens,0.000001,1704
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-18,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,request_count,,4
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-18,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,output_tokens,0.000002,1133
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-19,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,input_cache_hit_tokens,0.00000002,926464
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-19,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,input_cache_miss_tokens,0.000001,144197
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-19,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,request_count,,53
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-19,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,output_tokens,0.000002,18828
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-20,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,input_cache_hit_tokens,0.00000002,1530240
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-20,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,input_cache_miss_tokens,0.000001,218737
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-20,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,request_count,,71
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-20,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,output_tokens,0.000002,20324
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-21,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,input_cache_hit_tokens,0.00000002,6016
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-21,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,input_cache_miss_tokens,0.000001,10404
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-21,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,request_count,,20
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-21,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,output_tokens,0.000002,6921
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-22,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,input_cache_hit_tokens,0.00000002,508800
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-22,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,input_cache_miss_tokens,0.000001,407210
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-22,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,request_count,,358
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-22,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,output_tokens,0.000002,28007
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-23,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,input_cache_hit_tokens,0.00000002,3200
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-23,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,input_cache_miss_tokens,0.000001,2306
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-23,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,request_count,,16
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-23,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,output_tokens,0.000002,4152
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-24,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,input_cache_hit_tokens,0.00000002,201728
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-24,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,input_cache_miss_tokens,0.000001,104100
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-24,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,request_count,,204
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-24,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,output_tokens,0.000002,10156
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-25,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,input_cache_hit_tokens,0.00000002,61696
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-25,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,input_cache_miss_tokens,0.000001,50751
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-25,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,request_count,,228
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-25,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,output_tokens,0.000002,1947
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-26,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,input_cache_hit_tokens,0.00000002,11520
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-26,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,input_cache_miss_tokens,0.000001,10487
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-26,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,request_count,,41
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-26,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,output_tokens,0.000002,10644
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-27,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,input_cache_hit_tokens,0.00000002,13184
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-27,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,input_cache_miss_tokens,0.000001,38660
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-27,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,request_count,,26
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-27,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,output_tokens,0.000002,8891
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-28,deepseek-v4-pro,Dddd,sk-1b263***********************86ef,input_cache_hit_tokens,0.000000025,21376
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-28,deepseek-v4-pro,Dddd,sk-1b263***********************86ef,input_cache_miss_tokens,0.000003,155327
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-28,deepseek-v4-pro,Dddd,sk-1b263***********************86ef,request_count,,12
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-28,deepseek-v4-pro,Dddd,sk-1b263***********************86ef,output_tokens,0.000006,57752
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-28,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,input_cache_hit_tokens,0.00000002,415104
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-28,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,input_cache_miss_tokens,0.000001,2900911
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-28,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,request_count,,316
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-28,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,output_tokens,0.000002,717323
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-29,deepseek-v4-pro,Dddd,sk-1b263***********************86ef,input_cache_hit_tokens,0.000000025,171264
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-29,deepseek-v4-pro,Dddd,sk-1b263***********************86ef,input_cache_miss_tokens,0.000003,995385
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-29,deepseek-v4-pro,Dddd,sk-1b263***********************86ef,request_count,,73
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-29,deepseek-v4-pro,Dddd,sk-1b263***********************86ef,output_tokens,0.000006,275993
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-29,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,input_cache_hit_tokens,0.00000002,2872832
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-29,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,input_cache_miss_tokens,0.000001,11143156
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-29,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,request_count,,1169
8c4d888f-8cbc-4d74-ad0d-7f61edeee9ba,2026-06-29,deepseek-v4-flash,Dddd,sk-1b263***********************86ef,output_tokens,0.000002,2776779
